"model","lambda","lam.ci.l","lam.ci.u","loglik","rho1","rho2","rho3","rho4"
"N",0,NA,NA,-73.6569534629603,152.213185595402,152.993960720744,157.250091866634,155.891145417679
"N",0,NA,NA,227.315652283076,152.775383122362,153.419346370548,154.541149550724,154.265961739927
"N",0,NA,NA,99.5138210014411,154.626091003035,152.009008440232,154.592729213471,154.303837908912
"N",0,NA,NA,31.9591588606879,152.682279727262,151.870830927397,156.573340735414,154.202468607596
"N",0,NA,NA,-141.916678314729,149.683543933051,151.005563162954,155.016029826964,154.789172248308
"N",0,NA,NA,22.0000097478124,153.535726886639,152.485405415175,154.932264059273,153.195911487835
"N",0,NA,NA,-141.184037072789,154.023562917528,154.304832895351,156.45260037726,154.725991502435
"N",0,NA,NA,237.033760939711,150.969773935611,153.871287474909,152.769719454516,154.627272009118
"N",0,NA,NA,311.391985810239,153.425890238106,153.128586923494,153.89064360525,154.309329906712
"N",0,NA,NA,153.27492295074,150.927038254188,151.724184870494,154.247110190845,154.367323963022
"N",0,NA,NA,73.4685219885442,153.445191289958,152.138870398663,153.582367360827,154.919963956761
"N",0,NA,NA,53.125902814315,152.328288177358,153.736473283075,153.116557698224,153.056522433846
"N",0,NA,NA,100.799177579228,150.622400808028,153.528582833529,153.494710284585,156.004925711067
"N",0,NA,NA,209.988952151508,154.043517043073,152.493161732228,153.934874621587,153.920224107101
"N",0,NA,NA,107.373734738392,152.652607914536,153.96531838543,154.463811213102,154.613075632678
"N",0,NA,NA,229.097407492507,152.453634942315,152.190258458294,153.899508812688,154.612345741649
"N",0,NA,NA,-181.239635087079,151.191371784807,150.289766801795,153.518516555927,150.546290036886
"N",0,NA,NA,119.589496284775,152.067380641677,154.456094485148,153.240685713468,153.652923799923
"N",0,NA,NA,-105.586517114309,153.532479290762,153.318498564085,154.832457386826,155.806110128501
"N",0,NA,NA,68.7163331202939,153.666948257407,155.53451937399,155.056514325589,153.88639948335
"N",0,NA,NA,138.710369124773,152.321044227232,152.863781017195,156.371416375103,154.620552580222
"N",0,NA,NA,279.040400461179,155.243527089213,154.144056798996,155.060452749085,154.471505098975
"N",0,NA,NA,-91.4497285630762,152.086342151189,151.829920394871,153.571142691397,154.518106728581
"N",0,NA,NA,59.6089136319272,152.150132212289,154.15290635171,155.477707485757,152.840502449895
"N",0,NA,NA,-67.3859800995136,151.168759897714,150.581966007633,154.951902433638,153.754433707616
"N",0,NA,NA,-46.614900136888,152.108582477355,151.992629180066,153.270019497396,152.594873460153
"N",0,NA,NA,-211.539315618116,151.689593842296,150.701276849781,155.607515736268,155.01168424876
"N",0,NA,NA,181.575135518504,152.157701759038,153.432477943951,155.591269973248,154.844795800979
"N",0,NA,NA,-162.681869017898,149.577466871891,152.605728959544,156.203032479433,153.454555529756
"N",0,NA,NA,239.257037203119,153.122264175188,154.179583360784,154.682595055954,154.626138820633
"N",0,NA,NA,-186.95960449001,153.580958566266,149.317134140065,152.289109426998,153.370878340562
"N",0,NA,NA,73.0586288290133,152.493197124664,152.813199573385,154.015562978922,153.900552365166
"N",0,NA,NA,132.139218875086,149.404387343094,151.88380157821,152.346898160685,153.065435578219
"Eb",23,16,31,44.7523208952942,151.739451840634,151.283095863753,152.833991577539,154.443022593196
"N",0,NA,NA,116.013803060739,155.022073576188,153.843935704475,157.177749735527,155.724659510283
"Eb",23,18,31,-39.4784120016056,153.141903525734,153.575352170948,154.8567182271,153.866252827942
"N",0,NA,NA,46.4452056609782,150.751931860413,151.791212417835,154.86428247167,153.120689103906
"N",0,NA,NA,-128.000042772348,152.472674507889,151.486228264055,156.14091953779,153.521635745265
"N",0,NA,NA,284.856909065057,154.31379608809,154.474855897799,154.653483722764,154.32064453633
"N",0,NA,NA,-301.1542259528,149.568114405671,150.862735232697,154.235723287958,154.438186855285
"N",0,NA,NA,-232.657195349936,151.027691266193,151.359228228043,153.932397342062,151.411606537325
"N",0,NA,NA,296.216157332324,153.486512947717,150.789854003775,153.912872340101,153.642997805207
"N",0,NA,NA,217.000505047596,154.688610430792,153.880244098698,152.837526107876,154.238484526932
"N",0,NA,NA,-76.0807281799959,151.409667352097,153.076370737197,155.966413630999,152.049669705727
"N",0,NA,NA,-12.7737239351196,151.29730800957,152.112655942681,154.5107197293,154.956901869595
"N",0,NA,NA,-358.713600641175,153.00950807167,150.940094782676,154.846565697618,154.301487362484
"N",0,NA,NA,-38.9278306600028,150.890663925501,152.209339667658,152.691777669066,153.319966201763
"N",0,NA,NA,250.465343096921,151.938076723794,151.147938626437,154.436038458574,151.978236402354
"N",0,NA,NA,241.095205130431,152.627880457217,155.049206428418,155.369839242753,154.946819731804
"N",0,NA,NA,173.53177229974,153.594706967282,154.698517458081,155.029795513822,155.216508874798
"N",0,NA,NA,-152.435400551617,152.393063467078,151.817860275418,155.360660584561,154.805614838317
"N",0,NA,NA,-136.529487616501,152.213564796846,152.45958691043,152.607236681584,152.653444876701
"N",0,NA,NA,17.3741678756335,152.463558954747,152.457882844805,155.89760787661,156.692630309136
"N",0,NA,NA,161.336376113406,151.078495510715,152.869985773915,152.89242680709,156.183391947898
"N",0,NA,NA,-162.591472794878,153.709089377127,152.207220957854,156.418617750728,153.83610130194
"N",0,NA,NA,148.638440957795,151.910007773138,152.6225205339,154.122031150548,152.720634814202
"N",0,NA,NA,15.5983405767434,154.27582427733,152.364442190788,155.509935725669,153.068858791247
"N",0,NA,NA,104.684375663551,151.637986540525,152.710365336117,154.554381256803,153.793712326394
"N",0,NA,NA,414.29479805309,153.702549877156,152.86259687719,153.263647914578,154.035902707533
"N",0,NA,NA,-103.316956645343,153.179254854184,151.379782521937,154.943879751175,154.436405730627
"N",0,NA,NA,277.746168656298,149.672609456024,152.968666629656,154.409152576689,153.235735904952
"N",0,NA,NA,193.180361524,153.529197062293,153.041717262557,155.91746391283,156.229681768983
"N",0,NA,NA,456.375773140191,153.236164469872,153.339677145129,154.931106820462,156.375235109262
"N",0,NA,NA,-191.775153042612,149.290286224452,152.206511161796,155.5297644619,153.620412591794
"N",0,NA,NA,-147.986752657697,151.269230502537,152.203031711034,150.780492791904,153.94593612029
"N",0,NA,NA,331.38277202317,152.742160725967,154.574718463624,153.713971862791,155.795281166613
"N",0,NA,NA,63.8037126184392,152.390127943943,152.708296364538,153.47664621664,154.348482219662
"N",0,NA,NA,-298.167303958151,151.132438095269,151.125252156413,154.078261015696,157.731750301951
"N",0,NA,NA,-93.1045163738387,152.987182379184,152.244208578137,153.05797025163,153.950955473085
"N",0,NA,NA,-74.7613477841608,150.333007685089,152.056273277628,153.757861714898,153.655888049477
"N",0,NA,NA,-217.283308550045,152.681858439337,154.250125476515,157.72384011573,154.277061535187
"N",0,NA,NA,-167.443893003786,150.229225372991,152.231847863539,155.062403748635,155.588594513249
"N",0,NA,NA,-296.077099239387,148.601557889995,152.972822168234,154.285074299987,153.311594445565
"N",0,NA,NA,84.6947158898482,153.703104830137,154.023901930587,154.977846556143,153.910664420357
"N",0,NA,NA,435.626828667245,151.753480268424,153.684969328502,154.791071278208,155.944328328161
"Eb",23,17,29,207.56061488321,153.167489638954,152.911171543388,155.571701035782,154.851251380094
"N",0,NA,NA,219.377804816892,151.37402209835,153.324128546953,153.158599481296,151.587204266965
"N",0,NA,NA,163.888562767762,151.277640738915,153.761464999695,155.099902026893,153.546260220095
"N",0,NA,NA,-328.069909234658,149.984948716589,152.063649475893,155.745159293575,154.719233228571
"N",0,NA,NA,-165.029602992514,151.877150443134,152.297456638475,153.184931921411,151.691361964731
"N",0,NA,NA,-10.0570893315673,151.851070696221,150.83338850943,154.263872246227,154.822282641687
"N",0,NA,NA,136.578705721274,152.533352901835,152.156166749468,155.45565170952,153.782504462087
"N",0,NA,NA,259.323372587589,150.617331400222,153.791575978707,155.87981717172,152.226494351847
"N",0,NA,NA,-98.2836482725218,155.047315373496,153.845127241864,156.565145328392,155.304790499049
"N",0,NA,NA,176.92617998105,152.608506947715,151.379677662941,153.938980506566,152.93192200489
"N",0,NA,NA,-57.0783019312941,151.040268828791,153.170379473103,154.24854965731,155.360597692923
"Eb",24,18,31,-40.480659075387,153.946726758829,154.554736248141,156.520689550116,155.841399046617
"N",0,NA,NA,78.4165845315211,152.331228404866,151.056055385653,156.252365473095,153.7922646551
"N",0,NA,NA,60.1146611729542,153.71180615069,153.418395109507,152.75082398749,154.768795920541
"N",0,NA,NA,-134.118214280104,153.058511953787,150.424046560494,154.661336965296,156.386531918374
"N",0,NA,NA,145.918569066953,152.261247699359,153.567933649472,154.052925853336,155.582848347281
"N",0,NA,NA,-20.413150338366,150.436792216383,154.278889044722,155.639512373183,154.403611467363
"N",0,NA,NA,275.086757891418,152.830904525477,153.531428941914,155.895731155,153.057158361565
"N",0,NA,NA,345.148118830557,153.149887030806,153.645271708632,155.778682708808,155.829784306948
"N",0,NA,NA,60.2735815715376,151.16740465765,150.883773625827,152.514386802661,153.071360764642
"N",0,NA,NA,77.2370482167852,152.471032210456,153.357556199846,153.159651675308,153.529017275212
"N",0,NA,NA,273.31550570717,152.078920899278,152.642984801488,152.856260936178,154.757372631499
"N",0,NA,NA,227.914506065378,153.085430545825,153.435784736491,153.058222730741,155.284867399156
"N",0,NA,NA,191.016304611259,152.094713824908,154.267534983193,156.944898376169,155.512449284307
"N",0,NA,NA,10.045251626502,152.247836726269,151.214785737424,153.848810773055,153.738565178774
"N",0,NA,NA,75.7296080406301,150.771351944305,155.209474041479,154.666403654455,153.316668608185
"N",0,NA,NA,413.562783911523,154.964000944604,153.713320578264,153.14305824264,155.585088325117
"N",0,NA,NA,85.0381531532076,151.131775484818,153.589409154384,156.324408292775,153.839881121739
"N",0,NA,NA,194.895992848307,154.132052902227,151.7435010339,153.529125151622,154.803027256608
"Eb",27,22,33,303.32352158132,154.266005217021,154.325759213229,157.691524137726,156.283724773902
"N",0,NA,NA,102.356313020096,151.139977512646,149.14297866447,154.598700875059,153.969024423667
"N",0,NA,NA,5.30955796244419,152.454120534051,154.737587736939,153.934822975986,153.805458005564
"Eb",25,20,31,-189.553654821245,154.848202868499,151.901683367628,154.399959636033,152.353012420875
"Eb",27,21,34,110.740201269082,155.574972099163,154.091318733225,155.875977383261,153.947284369627
"N",0,NA,NA,-26.5563219363169,151.520995007824,152.653719465149,155.483562180155,154.907508552455
"N",0,NA,NA,252.761972821492,152.420385181954,152.692609568933,154.679845138316,154.101223522804
"N",0,NA,NA,-101.141309113448,150.494662848765,152.647695077085,154.517057734908,153.346124308987
"N",0,NA,NA,-13.8524615672385,150.738724450453,151.482479467543,154.708606865783,152.806364563949
"N",0,NA,NA,45.3882651787782,153.092074755646,154.875884023789,154.108289708055,156.237422386722
"N",0,NA,NA,346.619050639502,153.465504890687,152.474404217814,153.446695241957,153.56333240107
"N",0,NA,NA,170.570079248764,153.766773400553,154.515733896113,154.576395951703,155.809401084495
"N",0,NA,NA,230.570886214199,152.807018016239,154.838305982677,155.724346141567,153.337434075042
"N",0,NA,NA,59.0423349054699,152.401334625139,152.019820705584,155.049190307803,155.223138908249
"N",0,NA,NA,-88.1970267662881,153.822603350627,150.842629010143,154.488193278229,155.1000024045
"Eb",27,22,32,268.386207532133,153.621148347227,151.985056154188,153.989311011566,154.666419343431
"N",0,NA,NA,-364.256822899267,150.243995379643,152.237051428227,154.810314786776,154.305368765347
"N",0,NA,NA,203.341021413349,150.250867152068,152.874122194534,153.1774021708,153.033021313959
"N",0,NA,NA,-67.3413321958617,152.668823457748,153.747158679127,154.463431882744,153.301892545927
"N",0,NA,NA,327.788721153089,153.611692269901,153.350313547056,154.069771899684,153.646895448441
"N",0,NA,NA,191.844429926865,154.54381414104,152.929238561392,155.934511133814,153.678087978869
"N",0,NA,NA,-0.633307961658192,153.028724266788,155.577397041013,154.251014106032,155.518256806155
"N",0,NA,NA,13.034619658493,151.695949233638,154.295115545947,154.951555476446,155.285085908458
"N",0,NA,NA,48.8732900148977,151.946873612028,155.223382274755,154.043104199453,153.034645379871
"N",0,NA,NA,223.539493402893,152.454869947138,152.090747472109,153.560210079431,152.660585419223
"N",0,NA,NA,90.9373241363647,152.159889763195,153.047801644538,154.87817105842,153.261546320602
"N",0,NA,NA,-258.302548861338,148.725288758261,150.651299132058,154.862904407375,152.727902524612
"N",0,NA,NA,-309.887800058627,153.586523130009,151.551264385222,153.595338443044,153.03216726912
"N",0,NA,NA,191.352983773875,152.459942198085,154.344713001543,155.14135464488,153.997394806647
"N",0,NA,NA,65.2006108149701,152.774421054093,151.921457703236,155.172115443984,153.189676101237
"N",0,NA,NA,-103.91567823756,149.297639531653,154.679267162087,156.209400217033,154.427994953313
"N",0,NA,NA,-329.470914520553,155.72763945401,155.042197287614,154.994598858048,154.853840350534
"N",0,NA,NA,160.504355622097,152.764844454129,152.694737441027,154.777643885889,154.052886474516
"N",0,NA,NA,-97.979274230792,152.892849616145,151.22176965425,153.171383167933,154.371840197332
"N",0,NA,NA,-10.9211925809407,151.659061856626,151.754935920402,154.877598275411,152.855011904578
"N",0,NA,NA,-25.8438576604687,150.225335776894,151.495006659601,152.00230887781,153.865525107389
"N",0,NA,NA,180.913320696138,153.594101731785,154.388644935614,155.100332582531,153.665028962253
"N",0,NA,NA,-221.896233096874,154.013124679584,152.481638676195,154.148946768447,154.183745366333
"N",0,NA,NA,-133.246491879278,150.889093533409,154.58308969568,158.739111292221,155.003505452573
"Eb",27,22,33,150.280702847662,153.555993540347,151.971589753736,154.682062453996,152.531055665559
"N",0,NA,NA,-58.7317291141022,151.591351956178,154.063977451627,155.365798945704,155.735661595266
"N",0,NA,NA,-155.638244649466,151.400047702246,153.448035689738,155.604067496502,154.854562264069
"N",0,NA,NA,35.3666733230475,153.07336383064,151.273094819858,154.149637203361,154.763714117369
"N",0,NA,NA,31.6362274801177,151.733977679572,152.986889929591,155.270919855599,153.756390616616
"Eb",24,18,33,299.568535713897,151.971548943451,152.834011600324,154.38650615348,154.067287605252
"N",0,NA,NA,-87.16329207235,151.367278258088,152.249481709249,154.239222730463,153.61235446667
"N",0,NA,NA,-57.012146718177,152.399031779242,151.755460282692,153.286734208969,154.610428012351
"N",0,NA,NA,239.844512057273,152.69140938784,152.994820859619,153.284873726825,153.941441551336
"N",0,NA,NA,279.649069816063,151.801754730877,153.053510246953,155.049128678711,154.219141971062
"N",0,NA,NA,342.569433992917,151.594608867867,156.561459584119,155.297489738848,154.639428304844
"N",0,NA,NA,109.750867477688,152.193232766773,153.805988710465,153.382362300791,153.265231378344
"N",0,NA,NA,-108.771307547396,149.482283475433,152.311716377693,151.688282550165,151.440263775801
"N",0,NA,NA,141.746916594289,149.438908711534,152.198749406215,152.280985290254,152.945195824386
"N",0,NA,NA,217.394359242444,152.091470330402,154.766448327053,153.757501170376,156.172418483337
"N",0,NA,NA,-222.421673513228,149.055164989261,153.177458602914,153.289078786847,153.948070713026
"N",0,NA,NA,145.042980855464,150.950072029983,153.851002875929,154.89091008203,153.091635158654
"N",0,NA,NA,28.3888446701646,152.524992736937,153.448427163161,154.689739814476,154.256018023381
"N",0,NA,NA,-380.077762725558,148.535919832825,153.751368128801,154.477651650629,154.451546965147
"N",0,NA,NA,-243.79917961352,149.140642200721,150.91274132757,152.624930361962,153.578326171758
"N",0,NA,NA,174.062012196693,154.536036418233,151.687017138488,154.466035791702,154.752409322085
"N",0,NA,NA,-231.796660990567,152.884131342262,152.766864878138,152.683510092977,153.438727059479
"N",0,NA,NA,174.605440035571,150.970265688765,154.500345668723,154.782187033271,153.779228006994
"N",0,NA,NA,-29.2063250945307,152.159582848497,151.813651009763,152.959005867563,153.845056964795
"N",0,NA,NA,257.702193275851,151.617291147037,151.478104588444,154.429309773198,154.018702393521
"N",0,NA,NA,304.632583060763,151.858473031691,153.953728434083,153.637015979308,152.830321859852
"N",0,NA,NA,-21.178570867034,154.082697316564,153.955404238052,155.813202496153,153.914202993558
"N",0,NA,NA,-8.60193541436019,151.366365348945,152.696831591476,153.682632724219,152.199496310436
"N",0,NA,NA,143.521582558295,153.29793947009,154.028258129782,154.63256464537,155.394407054656
"N",0,NA,NA,342.124270862697,154.038162241541,153.554523484574,154.896991530483,152.363979316745
"N",0,NA,NA,259.949902725257,151.765215911383,153.720433155038,155.566629247052,154.997585489192
"N",0,NA,NA,184.185897967041,152.798574127656,153.503751332766,154.199127652331,154.688674457406
"N",0,NA,NA,241.290424269768,154.191412155542,152.269122169145,154.257564839108,155.999805862925
"N",0,NA,NA,89.5329104332324,152.059172313761,154.668770382591,155.936766350349,156.334787880773
